151,TIP_CAR_288_HTF_C00,Tip carrier with 3 high volume tip with filter racks portrait  [revision C00],TIP_CAR_288_HTF_C00.tml,ML_STAR\\TIP_CAR_288_HTF_C00.tml
173,TIP_CAR_288_HTF_C00,Tip carrier with 3 high volume tip with filter racks portrait  [revision C00],TIP_CAR_288_HTF_C00.tml,ML_STAR\\TIP_CAR_288_HTF_C00.tml
173,TIP_CAR_288_HT_A00,Tip carrier with 3 high volume tip racks portrait  [revision A00],TIP_CAR_288_HT_A00.tml,ML_STAR\\TIP_CAR_288_HT_A00.tml
151,TIP_CAR_288_HT_A00,Tip carrier with 3 high volume tip racks portrait  [revision A00],TIP_CAR_288_HT_A00.tml,ML_STAR\\TIP_CAR_288_HT_A00.tml
173,TIP_CAR_288_HT_B00,Tip carrier with 3 high volume tip racks portrait  [revision B00],TIP_CAR_288_HT_B00.tml,ML_STAR\\TIP_CAR_288_HT_B00.tml
151,TIP_CAR_288_HT_B00,Tip carrier with 3 high volume tip racks portrait  [revision B00],TIP_CAR_288_HT_B00.tml,ML_STAR\\TIP_CAR_288_HT_B00.tml
151,TIP_CAR_288_HT_C00,Tip carrier with 3 high volume tip racks portrait  [revision C00],TIP_CAR_288_HT_C00.tml,ML_STAR\\TIP_CAR_288_HT_C00.tml
173,TIP_CAR_288_HT_C00,Tip carrier with 3 high volume tip racks portrait  [revision C00],TIP_CAR_288_HT_C00.tml,ML_STAR\\TIP_CAR_288_HT_C00.tml
170,TIP_CAR_288_LTF_A00,Tip carrier with 3 low volume tip with filter racks portrait  [revision A00],TIP_CAR_288_LTF_A00.tml,ML_STAR\\TIP_CAR_288_LTF_A00.tml
151,TIP_CAR_288_LTF_A00,Tip carrier with 3 low volume tip with filter racks portrait  [revision A00],TIP_CAR_288_LTF_A00.tml,ML_STAR\\TIP_CAR_288_LTF_A00.tml
151,TIP_CAR_288_LTF_B00,Tip carrier with 3 low volume tip with filter racks portrait  [revision B00],TIP_CAR_288_LTF_B00.tml,ML_STAR\\TIP_CAR_288_LTF_B00.tml
170,TIP_CAR_288_LTF_B00,Tip carrier with 3 low volume tip with filter racks portrait  [revision B00],TIP_CAR_288_LTF_B00.tml,ML_STAR\\TIP_CAR_288_LTF_B00.tml
170,TIP_CAR_288_LTF_C00,Tip carrier with 3 low volume tip with filter racks portrait  [revision C00],TIP_CAR_288_LTF_C00.tml,ML_STAR\\TIP_CAR_288_LTF_C00.tml
151,TIP_CAR_288_LTF_C00,Tip carrier with 3 low volume tip with filter racks portrait  [revision C00],TIP_CAR_288_LTF_C00.tml,ML_STAR\\TIP_CAR_288_LTF_C00.tml
170,TIP_CAR_288_LT_A00,Tip carrier with 3 low volume tip racks portrait  [revision A00],TIP_CAR_288_LT_A00.tml,ML_STAR\\TIP_CAR_288_LT_A00.tml
151,TIP_CAR_288_LT_A00,Tip carrier with 3 low volume tip racks portrait  [revision A00],TIP_CAR_288_LT_A00.tml,ML_STAR\\TIP_CAR_288_LT_A00.tml
170,TIP_CAR_288_LT_B00,Tip carrier with 3 low volume tip racks portrait  [revision B00],TIP_CAR_288_LT_B00.tml,ML_STAR\\TIP_CAR_288_LT_B00.tml
151,TIP_CAR_288_LT_B00,Tip carrier with 3 low volume tip racks portrait  [revision B00],TIP_CAR_288_LT_B00.tml,ML_STAR\\TIP_CAR_288_LT_B00.tml
170,TIP_CAR_288_LT_C00,Tip carrier with 3 low volume tip racks portrait  [revision C00],TIP_CAR_288_LT_C00.tml,ML_STAR\\TIP_CAR_288_LT_C00.tml
151,TIP_CAR_288_LT_C00,Tip carrier with 3 low volume tip racks portrait  [revision C00],TIP_CAR_288_LT_C00.tml,ML_STAR\\TIP_CAR_288_LT_C00.tml
151,TIP_CAR_288_STF_A00,Tip carrier with 3 standard volume tip with filter racks portrait  [revision A00],TIP_CAR_288_STF_A00.tml,ML_STAR\\TIP_CAR_288_STF_A00.tml
172,TIP_CAR_288_STF_A00,Tip carrier with 3 standard volume tip with filter racks portrait  [revision A00],TIP_CAR_288_STF_A00.tml,ML_STAR\\TIP_CAR_288_STF_A00.tml
151,TIP_CAR_288_STF_B00,Tip carrier with 3 standard volume tip with filter racks portrait  [revision B00],TIP_CAR_288_STF_B00.tml,ML_STAR\\TIP_CAR_288_STF_B00.tml
172,TIP_CAR_288_STF_B00,Tip carrier with 3 standard volume tip with filter racks portrait  [revision B00],TIP_CAR_288_STF_B00.tml,ML_STAR\\TIP_CAR_288_STF_B00.tml
151,TIP_CAR_288_STF_C00,Tip carrier with 3 standard volume tip with filter racks portrait  [revision C00],TIP_CAR_288_STF_C00.tml,ML_STAR\\TIP_CAR_288_STF_C00.tml
172,TIP_CAR_288_STF_C00,Tip carrier with 3 standard volume tip with filter racks portrait  [revision C00],TIP_CAR_288_STF_C00.tml,ML_STAR\\TIP_CAR_288_STF_C00.tml
172,TIP_CAR_288_ST_A00,Tip carrier with 3 standard volume tip racks portrait  [revision A00],TIP_CAR_288_ST_A00.tml,ML_STAR\\TIP_CAR_288_ST_A00.tml
151,TIP_CAR_288_ST_A00,Tip carrier with 3 standard volume tip racks portrait  [revision A00],TIP_CAR_288_ST_A00.tml,ML_STAR\\TIP_CAR_288_ST_A00.tml
151,TIP_CAR_288_ST_B00,Tip carrier with 3 standard volume tip racks portrait  [revision B00],TIP_CAR_288_ST_B00.tml,ML_STAR\\TIP_CAR_288_ST_B00.tml
172,TIP_CAR_288_ST_B00,Tip carrier with 3 standard volume tip racks portrait  [revision B00],TIP_CAR_288_ST_B00.tml,ML_STAR\\TIP_CAR_288_ST_B00.tml
172,TIP_CAR_288_ST_C00,Tip carrier with 3 standard volume tip racks portrait  [revision C00],TIP_CAR_288_ST_C00.tml,ML_STAR\\TIP_CAR_288_ST_C00.tml
151,TIP_CAR_288_ST_C00,Tip carrier with 3 standard volume tip racks portrait  [revision C00],TIP_CAR_288_ST_C00.tml,ML_STAR\\TIP_CAR_288_ST_C00.tml
151,TIP_CAR_288_TIP_50ulF_C00,Tip carrier with 3 50ul tip with filter racks portrait  [revision C00],TIP_CAR_288_TIP_50ulF_C00.tml,ML_STAR\\TIP_CAR_288_TIP_50ulF_C00.tml
20005,TIP_CAR_288_TIP_50ulF_C00,Tip carrier with 3 50ul tip with filter racks portrait  [revision C00],TIP_CAR_288_TIP_50ulF_C00.tml,ML_STAR\\TIP_CAR_288_TIP_50ulF_C00.tml
151,TIP_CAR_288_TIP_50ul_C00,Tip carrier with 3 50ul tip racks portrait  [revision C00],TIP_CAR_288_TIP_50ul_C00.tml,ML_STAR\\TIP_CAR_288_TIP_50ul_C00.tml
20005,TIP_CAR_288_TIP_50ul_C00,Tip carrier with 3 50ul tip racks portrait  [revision C00],TIP_CAR_288_TIP_50ul_C00.tml,ML_STAR\\TIP_CAR_288_TIP_50ul_C00.tml
151,TIP_CAR_384BC_A00,Tip carrier with 4 empty tip rack positions landscape\, with Barcode Identification  [revision A00],TIP_CAR_384BC_A00.tml,ML_STAR\\TIP_CAR_384BC_A00.tml
173,TIP_CAR_384BC_HTF_A00,Tip carrier with 4 high volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_HTF_A00.tml,ML_STAR\\TIP_CAR_384BC_HTF_A00.tml
151,TIP_CAR_384BC_HTF_A00,Tip carrier with 4 high volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_HTF_A00.tml,ML_STAR\\TIP_CAR_384BC_HTF_A00.tml
173,TIP_CAR_384BC_HT_A00,Tip carrier with 4 high volume tip racks for 12/16 channel instruments,TIP_CAR_384BC_HT_A00.tml,ML_STAR\\TIP_CAR_384BC_HT_A00.tml
151,TIP_CAR_384BC_HT_A00,Tip carrier with 4 high volume tip racks for 12/16 channel instruments,TIP_CAR_384BC_HT_A00.tml,ML_STAR\\TIP_CAR_384BC_HT_A00.tml
151,TIP_CAR_384BC_LTF_A00,Tip carrier with 4 low volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_LTF_A00.tml,ML_STAR\\TIP_CAR_384BC_LTF_A00.tml
170,TIP_CAR_384BC_LTF_A00,Tip carrier with 4 low volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_LTF_A00.tml,ML_STAR\\TIP_CAR_384BC_LTF_A00.tml
170,TIP_CAR_384BC_LT_A00,Tip carrier with 4 low volume tip racks for 12/16 channel instruments,TIP_CAR_384BC_LT_A00.tml,ML_STAR\\TIP_CAR_384BC_LT_A00.tml
151,TIP_CAR_384BC_LT_A00,Tip carrier with 4 low volume tip racks for 12/16 channel instruments,TIP_CAR_384BC_LT_A00.tml,ML_STAR\\TIP_CAR_384BC_LT_A00.tml
151,TIP_CAR_384BC_STF_A00,Tip carrier with 4 standard volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_STF_A00.tml,ML_STAR\\TIP_CAR_384BC_STF_A00.tml
172,TIP_CAR_384BC_STF_A00,Tip carrier with 4 standard volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_STF_A00.tml,ML_STAR\\TIP_CAR_384BC_STF_A00.tml
172,TIP_CAR_384BC_ST_A00,Tip carrier with 4 standard volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_ST_A00.tml,ML_STAR\\TIP_CAR_384BC_ST_A00.tml
151,TIP_CAR_384BC_ST_A00,Tip carrier with 4 standard volume tip with filter racks for 12/16 channel instruments,TIP_CAR_384BC_ST_A00.tml,ML_STAR\\TIP_CAR_384BC_ST_A00.tml
151,TIP_CAR_384BC_TIP_50ulF_A00,Tip carrier with 4 50ul tip with filter racks landscape  [revision A00],TIP_CAR_384BC_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_384BC_TIP_50ulF_A00.tml
20005,TIP_CAR_384BC_TIP_50ulF_A00,Tip carrier with 4 50ul tip with filter racks landscape  [revision A00],TIP_CAR_384BC_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_384BC_TIP_50ulF_A00.tml
20005,TIP_CAR_384BC_TIP_50ul_A00,Tip carrier with 4 50ul tip racks landscape  [revision A00],TIP_CAR_384BC_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_384BC_TIP_50ul_A00.tml
151,TIP_CAR_384BC_TIP_50ul_A00,Tip carrier with 4 50ul tip racks landscape  [revision A00],TIP_CAR_384BC_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_384BC_TIP_50ul_A00.tml
151,TIP_CAR_384_A00,Carrier for 4 Racks with 96 Tips landscape [revision A00],TIP_CAR_384_A00.tml,ML_STAR\\TIP_CAR_384_A00.tml
173,TIP_CAR_384_HTF_A00,Tip carrier with 4 high volume tip with filter racks for 12/16 channel instruments\, no barcode identification,tip_car_384_htf_a00.tml,ML_STAR\\tip_car_384_htf_a00.tml
151,TIP_CAR_384_HTF_A00,Tip carrier with 4 high volume tip with filter racks for 12/16 channel instruments\, no barcode identification,tip_car_384_htf_a00.tml,ML_STAR\\tip_car_384_htf_a00.tml
173,TIP_CAR_384_HT_A00,Tip carrier with 4 high volume tip racks for 12/16 channel instruments\, no barcode identification,TIP_CAR_384_HT_A00.tml,ML_STAR\\TIP_CAR_384_HT_A00.tml
151,TIP_CAR_384_HT_A00,Tip carrier with 4 high volume tip racks for 12/16 channel instruments\, no barcode identification,TIP_CAR_384_HT_A00.tml,ML_STAR\\TIP_CAR_384_HT_A00.tml
151,TIP_CAR_384_LTF_A00,Tip carrier with 4 low volume tip with filter racks for 12/16 channel instruments\, no barcode identification,TIP_CAR_384_LTF_A00.tml,ML_STAR\\TIP_CAR_384_LTF_A00.tml
170,TIP_CAR_384_LTF_A00,Tip carrier with 4 low volume tip with filter racks for 12/16 channel instruments\, no barcode identification,TIP_CAR_384_LTF_A00.tml,ML_STAR\\TIP_CAR_384_LTF_A00.tml
170,TIP_CAR_384_LT_A00,Tip carrier with 4 low volume tip racks for 12/16 channel instruments\, no barcode identification,TIP_CAR_384_LT_A00.tml,ML_STAR\\TIP_CAR_384_LT_A00.tml
151,TIP_CAR_384_LT_A00,Tip carrier with 4 low volume tip racks for 12/16 channel instruments\, no barcode identification,TIP_CAR_384_LT_A00.tml,ML_STAR\\TIP_CAR_384_LT_A00.tml
151,TIP_CAR_384_STF_A00,Tip carrier with 4 standard volume tip with filter racks for 12/16 channel instruments\, no barcode identification  [revision A00],TIP_CAR_384_STF_A00.tml,ML_STAR\\TIP_CAR_384_STF_A00.tml
172,TIP_CAR_384_STF_A00,Tip carrier with 4 standard volume tip with filter racks for 12/16 channel instruments\, no barcode identification  [revision A00],TIP_CAR_384_STF_A00.tml,ML_STAR\\TIP_CAR_384_STF_A00.tml
172,TIP_CAR_384_ST_A00,Tip carrier with 4 standard volume tip racks for 12/16 channel instruments\, no barcode identification  [revision A00],TIP_CAR_384_ST_A00.tml,ML_STAR\\TIP_CAR_384_ST_A00.tml
151,TIP_CAR_384_ST_A00,Tip carrier with 4 standard volume tip racks for 12/16 channel instruments\, no barcode identification  [revision A00],TIP_CAR_384_ST_A00.tml,ML_STAR\\TIP_CAR_384_ST_A00.tml
20005,TIP_CAR_384_TIP_50ulF_A00,Tip carrier with 4 50ul tip with filter racks landscape  [revision A00],TIP_CAR_384_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_384_TIP_50ulF_A00.tml
151,TIP_CAR_384_TIP_50ulF_A00,Tip carrier with 4 50ul tip with filter racks landscape  [revision A00],TIP_CAR_384_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_384_TIP_50ulF_A00.tml
20005,TIP_CAR_384_TIP_50ul_A00,Tip carrier with 4 50ul tip racks landscape  [revision A00],TIP_CAR_384_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_384_TIP_50ul_A00.tml
151,TIP_CAR_384_TIP_50ul_A00,Tip carrier with 4 50ul tip racks landscape  [revision A00],TIP_CAR_384_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_384_TIP_50ul_A00.tml
151,TIP_CAR_480BC_A00,Tip carrier with 5 tip rack positions landscape,TIP_CAR_480BC_A00.tml,ML_STAR\\TIP_CAR_480BC_A00.tml
151,TIP_CAR_480BC_HTF_A00,Tip carrier with 5 high volume tip with filter racks landscape,TIP_CAR_480BC_HTF_A00.tml,ML_STAR\\TIP_CAR_480BC_HTF_A00.tml
173,TIP_CAR_480BC_HTF_A00,Tip carrier with 5 high volume tip with filter racks landscape,TIP_CAR_480BC_HTF_A00.tml,ML_STAR\\TIP_CAR_480BC_HTF_A00.tml
151,TIP_CAR_480BC_HT_A00,Tip carrier with 5 high volume tip racks landscape,TIP_CAR_480BC_HT_A00.tml,ML_STAR\\TIP_CAR_480BC_HT_A00.tml
173,TIP_CAR_480BC_HT_A00,Tip carrier with 5 high volume tip racks landscape,TIP_CAR_480BC_HT_A00.tml,ML_STAR\\TIP_CAR_480BC_HT_A00.tml
151,TIP_CAR_480BC_LTF_A00,Tip carrier with 5 low volume tip with filter racks landscape,TIP_CAR_480BC_LTF_A00.tml,ML_STAR\\TIP_CAR_480BC_LTF_A00.tml
170,TIP_CAR_480BC_LTF_A00,Tip carrier with 5 low volume tip with filter racks landscape,TIP_CAR_480BC_LTF_A00.tml,ML_STAR\\TIP_CAR_480BC_LTF_A00.tml
151,TIP_CAR_480BC_LT_A00,Tip carrier with 5 low volume tip racks landscape,TIP_CAR_480BC_LT_A00.tml,ML_STAR\\TIP_CAR_480BC_LT_A00.tml
170,TIP_CAR_480BC_LT_A00,Tip carrier with 5 low volume tip racks landscape,TIP_CAR_480BC_LT_A00.tml,ML_STAR\\TIP_CAR_480BC_LT_A00.tml
20008,TIP_CAR_480BC_PiercingTip150ulFilter_A00,Tip carrier with 5 Piercing Tips 150ul tip racks landscape,TIP_CAR_480BC_PiercingTip150ulFilter_A00.tml,ML_STAR\\TIP_CAR_480BC_PiercingTip150ulFilter_A00.tml
151,TIP_CAR_480BC_PiercingTip150ulFilter_A00,Tip carrier with 5 Piercing Tips 150ul tip racks landscape,TIP_CAR_480BC_PiercingTip150ulFilter_A00.tml,ML_STAR\\TIP_CAR_480BC_PiercingTip150ulFilter_A00.tml
20008,TIP_CAR_480BC_PiercingTips_A00,Tip carrier with 5 Piercing Tips 250ul tip racks landscape,TIP_CAR_480BC_PiercingTips_A00.tml,ML_STAR\\TIP_CAR_480BC_PiercingTips_A00.tml
151,TIP_CAR_480BC_PiercingTips_A00,Tip carrier with 5 Piercing Tips 250ul tip racks landscape,TIP_CAR_480BC_PiercingTips_A00.tml,ML_STAR\\TIP_CAR_480BC_PiercingTips_A00.tml
20009,TIP_CAR_480BC_SlimTipsWithFilter_A00,Tip carrier with 5 Slim Tips 300ul with filters tip racks landscape,TIP_CAR_480BC_SlimTips300ulFilter_A00.tml,ML_STAR\\TIP_CAR_480BC_SlimTips300ulFilter_A00.tml
151,TIP_CAR_480BC_SlimTipsWithFilter_A00,Tip carrier with 5 Slim Tips 300ul with filters tip racks landscape,TIP_CAR_480BC_SlimTips300ulFilter_A00.tml,ML_STAR\\TIP_CAR_480BC_SlimTips300ulFilter_A00.tml
20009,TIP_CAR_480BC_SlimTips_A00,Tip carrier with 5 Slim Tips 300ul tip racks landscape,TIP_CAR_480BC_SlimTips_A00.tml,ML_STAR\\TIP_CAR_480BC_SlimTips_A00.tml
151,TIP_CAR_480BC_SlimTips_A00,Tip carrier with 5 Slim Tips 300ul tip racks landscape,TIP_CAR_480BC_SlimTips_A00.tml,ML_STAR\\TIP_CAR_480BC_SlimTips_A00.tml
151,TIP_CAR_480BC_STF_A00,Tip carrier with 5 standard volume tip with filter racks landscape,TIP_CAR_480BC_STF_A00.tml,ML_STAR\\TIP_CAR_480BC_STF_A00.tml
172,TIP_CAR_480BC_STF_A00,Tip carrier with 5 standard volume tip with filter racks landscape,TIP_CAR_480BC_STF_A00.tml,ML_STAR\\TIP_CAR_480BC_STF_A00.tml
151,TIP_CAR_480BC_ST_A00,Tip carrier with 5 standard volume tip racks landscape,TIP_CAR_480BC_ST_A00.tml,ML_STAR\\TIP_CAR_480BC_ST_A00.tml
172,TIP_CAR_480BC_ST_A00,Tip carrier with 5 standard volume tip racks landscape,TIP_CAR_480BC_ST_A00.tml,ML_STAR\\TIP_CAR_480BC_ST_A00.tml
20005,TIP_CAR_480BC_TIP_50ulF_A00,Tip carrier with 5 50ul tip with filter racks landscape  [revision A00],TIP_CAR_480BC_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_480BC_TIP_50ulF_A00.tml
151,TIP_CAR_480BC_TIP_50ulF_A00,Tip carrier with 5 50ul tip with filter racks landscape  [revision A00],TIP_CAR_480BC_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_480BC_TIP_50ulF_A00.tml
20005,TIP_CAR_480BC_TIP_50ul_A00,Tip carrier with 5 50ul tip racks landscape  [revision A00],TIP_CAR_480BC_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_480BC_TIP_50ul_A00.tml
151,TIP_CAR_480BC_TIP_50ul_A00,Tip carrier with 5 50ul tip racks landscape  [revision A00],TIP_CAR_480BC_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_480BC_TIP_50ul_A00.tml
151,TIP_CAR_480_A00,Carrier for 5 Racks with 96 Tips landscape [revision A00],TIP_CAR_480_A00.tml,ML_STAR\\TIP_CAR_480_A00.tml
151,TIP_CAR_480_HTF_A00,Tip carrier with 5 high volume tip with filter racks landscape  [revision A00],TIP_CAR_480_HTF_A00.tml,ML_STAR\\TIP_CAR_480_HTF_A00.tml
173,TIP_CAR_480_HTF_A00,Tip carrier with 5 high volume tip with filter racks landscape  [revision A00],TIP_CAR_480_HTF_A00.tml,ML_STAR\\TIP_CAR_480_HTF_A00.tml
151,TIP_CAR_480_HT_A00,Tip carrier with 5 high volume tip racks landscape  [revision A00],TIP_CAR_480_HT_A00.tml,ML_STAR\\TIP_CAR_480_HT_A00.tml
173,TIP_CAR_480_HT_A00,Tip carrier with 5 high volume tip racks landscape  [revision A00],TIP_CAR_480_HT_A00.tml,ML_STAR\\TIP_CAR_480_HT_A00.tml
151,TIP_CAR_480_LTF_A00,Tip carrier with 5 low volume tip with filter racks landscape\, no barcode identification,TIP_CAR_480_LTF_A00.tml,ML_STAR\\TIP_CAR_480_LTF_A00.tml
170,TIP_CAR_480_LTF_A00,Tip carrier with 5 low volume tip with filter racks landscape\, no barcode identification,TIP_CAR_480_LTF_A00.tml,ML_STAR\\TIP_CAR_480_LTF_A00.tml
151,TIP_CAR_480_LT_A00,Tip carrier with 5 low volume tip racks landscape\, no barcode identification,TIP_CAR_480_LT_A00.tml,ML_STAR\\TIP_CAR_480_LT_A00.tml
170,TIP_CAR_480_LT_A00,Tip carrier with 5 low volume tip racks landscape\, no barcode identification,TIP_CAR_480_LT_A00.tml,ML_STAR\\TIP_CAR_480_LT_A00.tml
151,TIP_CAR_480_STF_A00,Tip carrier with 5 standard volume tip with filter racks landscape  [revision A00],TIP_CAR_480_STF_A00.tml,ML_STAR\\TIP_CAR_480_STF_A00.tml
172,TIP_CAR_480_STF_A00,Tip carrier with 5 standard volume tip with filter racks landscape  [revision A00],TIP_CAR_480_STF_A00.tml,ML_STAR\\TIP_CAR_480_STF_A00.tml
151,TIP_CAR_480_ST_A00,Tip carrier with 5 standard volume tip racks landscape  [revision A00],TIP_CAR_480_ST_A00.tml,ML_STAR\\TIP_CAR_480_ST_A00.tml
172,TIP_CAR_480_ST_A00,Tip carrier with 5 standard volume tip racks landscape  [revision A00],TIP_CAR_480_ST_A00.tml,ML_STAR\\TIP_CAR_480_ST_A00.tml
20005,TIP_CAR_480_TIP_50ulF_A00,Tip carrier with 5 50ul tip with filter racks landscape  [revision A00],TIP_CAR_480_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_480_TIP_50ulF_A00.tml
151,TIP_CAR_480_TIP_50ulF_A00,Tip carrier with 5 50ul tip with filter racks landscape  [revision A00],TIP_CAR_480_TIP_50ulF_A00.tml,ML_STAR\\TIP_CAR_480_TIP_50ulF_A00.tml
20005,TIP_CAR_480_TIP_50ul_A00,Tip carrier with 5 50ul tip racks landscape  [revision A00],TIP_CAR_480_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_480_TIP_50ul_A00.tml
151,TIP_CAR_480_TIP_50ul_A00,Tip carrier with 5 50ul tip racks landscape  [revision A00],TIP_CAR_480_TIP_50ul_A00.tml,ML_STAR\\TIP_CAR_480_TIP_50ul_A00.tml
20006,TIP_CAR_72_4mlTF_A00,Tip carrier with 3 4ml tip with filter racks portrait  [revision C00],TIP_CAR_72_4mlTF_C00.tml,ML_STAR\\TIP_CAR_72_4mlTF_C00.tml
20007,TIP_CAR_72_4mlTF_A00,Tip carrier with 3 4ml tip with filter racks portrait  [revision C00],TIP_CAR_72_4mlTF_C00.tml,ML_STAR\\TIP_CAR_72_4mlTF_C00.tml
20006,TIP_CAR_72_5mlT_C00,Tip carrier with 3 5ml tip racks portrait  [revision C00],TIP_CAR_72_5mlT_C00.tml,ML_STAR\\TIP_CAR_72_5mlT_C00.tml
20007,TIP_CAR_72_5mlT_C00,Tip carrier with 3 5ml tip racks portrait  [revision C00],TIP_CAR_72_5mlT_C00.tml,ML_STAR\\TIP_CAR_72_5mlT_C00.tml
20006,TIP_CAR_96BC_4mlTF_A00,Carrier for 4 4ml with filter tip racks landscape,TIP_CAR_96BC_4mlTF_A00.tml,ML_STAR\\TIP_CAR_96BC_4mlTF_A00.tml
20007,TIP_CAR_96BC_4mlTF_A00,Carrier for 4 4ml with filter tip racks landscape,TIP_CAR_96BC_4mlTF_A00.tml,ML_STAR\\TIP_CAR_96BC_4mlTF_A00.tml
20006,TIP_CAR_96BC_5mlT_A00,Carrier for 4 5ml tip racks landscape,TIP_CAR_96BC_5mlT_A00.tml,ML_STAR\\TIP_CAR_96BC_5mlT_A00.tml
20007,TIP_CAR_96BC_5mlT_A00,Carrier for 4 5ml tip racks landscape,TIP_CAR_96BC_5mlT_A00.tml,ML_STAR\\TIP_CAR_96BC_5mlT_A00.tml
151,TIP_CAR_NTR_A00,Carrier with 5 nestable tip rack positions,TIP_CAR_NTR_A00.tml,ML_STAR\\TIP_CAR_NTR_A00.tml
20001,384 Tips 30ul Tip for 384,Rack with 384 30ul Tip for 384,384head_384tips_30ul.rck,ML_STAR\\384CoReHead\\384head_384tips_30ul.rck
20001,384 Tips 50ul Tip for 384,Rack with 384 50ul Tip for 384,384head_384tips_50ul.rck,ML_STAR\\384CoReHead\\384head_384tips_50ul.rck
20001,96 Tips 30ul Tip for 384,Rack with 96 30ul Tip for 384,384head_96tips_30ul.rck,ML_STAR\\384CoReHead\\384head_96tips_30ul.rck
20001,96 Tips 50ul Tip for 384,Rack with 96 50ul Tip for 384,384head_96tips_50ul.rck,ML_STAR\\384CoReHead\\384head_96tips_50ul.rck
20000,CORE384DualWashStation_HU_A00,384 CORE head wash station dual chamber (node HU),CORE384DualWashStation_HU_A00.tml,ML_STAR\\384CoReHead\\CORE384DualWashStation_HU_A00.tml
20002,CORE384DualWashStation_HU_A00,384 CORE head wash station dual chamber (node HU),CORE384DualWashStation_HU_A00.tml,ML_STAR\\384CoReHead\\CORE384DualWashStation_HU_A00.tml
20000,CORE384DualWashStation_HV_A00,384 CORE head wash station dual chamber (node HV),CORE384DualWashStation_HV_A00.tml,ML_STAR\\384CoReHead\\CORE384DualWashStation_HV_A00.tml
20002,CORE384DualWashStation_HV_A00,384 CORE head wash station dual chamber (node HV),CORE384DualWashStation_HV_A00.tml,ML_STAR\\384CoReHead\\CORE384DualWashStation_HV_A00.tml
20002,CORE384DualWashStation_HW_A00,384 CORE head wash station dual chamber (node HW),CORE384DualWashStation_HW_A00.tml,ML_STAR\\384CoReHead\\CORE384DualWashStation_HW_A00.tml
20000,CORE384DualWashStation_HW_A00,384 CORE head wash station dual chamber (node HW),CORE384DualWashStation_HW_A00.tml,ML_STAR\\384CoReHead\\CORE384DualWashStation_HW_A00.tml
168,Core 384 Slide Waste,Tip Chute with Waste for CO-RE 384 Probe Head,Core384SlideWaste.tml,ML_STAR\\384CoReHead\\Core384SlideWaste.tml
20001,TipSupport 30ul 384 STP head,Frame for 384 30ul 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_30ul_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_30ul_L.rck
20000,TipSupport 30ul 384 STP head,Frame for 384 30ul 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_30ul_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_30ul_L.rck
20001,TipSupport 50ul conductive 384 STP head,Frame for 384 50ul conductive 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_50ul_conductive_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_50ul_conductive_L.rck
20000,TipSupport 50ul conductive 384 STP head,Frame for 384 50ul conductive 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_50ul_conductive_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_50ul_conductive_L.rck
20001,TipSupport 50ul 384 STP head,Frame for 384 50ul 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_50ul_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_50ul_L.rck
20000,TipSupport 50ul 384 STP head,Frame for 384 50ul 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_50ul_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_50ul_L.rck
20000,TipSupport 30ul 384 STP head 96 pattern,Frame for 96 30ul 384Tips to allow row- or columnwise tip pickup,CORE384_TipSupport_96Tips_30ul_L.rck,ML_STAR\\384CoReHead\\CORE384_TipSupport_96Tips_30ul_L.rck
